stop_id,stop_name,stop_lat,stop_lon
60914,UniversidadDeAlicante,38.3847998,-0.5281080
61200,Murcia,37.97465,-1.1299555
62001,Beniel,38.0447361,-0.9994472
62002,Orihuela-MiguelHernández,38.0779194,-0.94445
62003,CallosaDeSegura,38.1235694,-0.8732888
62100,Albatera-Catral,38.1670972,-0.8383583
62101,Crevillent,38.2245805,-0.7817972
62102,Elche/ElxCarrús,38.2690055,-0.7063555
62103,ElcheParque/ElxParc,38.2717784,-0.6952109
62104,Torrellano,38.2896027,-0.5825138
62108,Elx-Mercancias,38.2785340,-0.6536870
62109,SantGabriel,38.3287722,-0.5089444
64003,Moixent/Mogente,38.8776138,-0.7536722
64004,Vallada(apt-Cgd),38.9088166,-0.6902666
64005,Montesa(apt),38.9428444,-0.6411055
64006,Alcudia,38.9690638,-0.5864111
64007,L\'ènovaManuel,39.0501935,-0.4778516
64100,Xàtiva,38.9920972,-0.5244888
64102,LaPoblaLlarga,39.083475,-0.4697027
64103,Carcaixent,39.1204694,-0.4543833
64104,Alzira,39.1531194,-0.4506000
64105,Algemesí,39.1931111,-0.4409083
64107,Benifaió-Almussafes,39.2842194,-0.4299500
64200,Silla,39.3617388,-0.4149472
64201,Catarroja,39.3999611,-0.3991916
64202,Massanassa,39.4091638,-0.3953194
64203,Alfafar-Benetússer,39.4223277,-0.3926
65000,Valencia-EstaciòDelNord,39.4669346,-0.3771842
65001,Roca-Cúper,39.5261277,-0.3237777
65002,ValenciaF.s.l-HospitalLaFe,39.4414666,-0.3698944
65003,Valencia-Cabanyal,39.4689527,-0.3345694
65005,Albuixech,39.5433,-0.3205777
65006,Massalfassar-Albuixech,39.5556333,-0.3182861
65007,ElPuig,39.5882111,-0.3116472
65008,Puçol,39.6171903,-0.3048578
65200,Sagunt/Sagunto,39.6756611,-0.2715972
65201,LesValls,39.7192801,-0.2397542
65202,Almenara,39.7487555,-0.2183805
65203,LaLlosa,39.7680118,-0.2030695
65204,Chilches,39.7825944,-0.1903333
65205,Moncofa,39.8208638,-0.1626861
65206,Nules-LaVilavella,39.8531222,-0.1527555
65207,Burriana-AlqueríasNiÑoPerdido,39.8964287,-0.1038666
65208,Vila-Real,39.9330222,-0.0967722
65209,Almassora/Almazora,39.9548444,-0.0767722
65300,Castelló,39.9882552,-0.0524126
65304,Orpesa/OropesaDelMar,40.0922580,0.13986100
65306,Torreblanca,40.2122110,0.19877900
65308,AlcalàDeXivert,40.3046900,0.22871700
65311,Benicarló-PeÑíscola,40.4276390,0.41521700
65312,Vinaròs,40.4716820,0.45572700
65314,Ulldecona-Alcanar-LaSénia,40.5959240,0.44927000
65318,Benicàssim,40.0579451,0.05776460
65400,Tortosa,40.8073390,0.52293700
65401,Camp-Redó,40.7591350,0.55583400
65402,L\'aldea-Amposta,40.7535420,0.61431400
65403,Camarles-Deltebre,40.7747570,0.67164700
65404,L\'ampolla-Perelló,40.8120110,0.70822100
65405,L\'ametllaDeMar,40.8861880,0.80042700
65407,L\'hospitaletDeL\'infant,40.9958630,0.92073300
65409,Cambrils,41.0816480,1.0460550
65411,Salou-PortAventura,41.0870700,1.14548600
65420,L\'hospitaletDeL\'infant,40.9958630,0.92073300
65422,Cambrils,41.0816480,1.0460550
66200,Utiel,39.5717140,-1.2036330
66201,SanAntonioDeRequena,39.5222444,-1.1503527
66202,Requena,39.4912,-1.104675
66203,ElRebollar,39.4772611,-1.0115972
66204,SieteAguas,39.4568638,-0.9030444
66205,VentaMina-SieteAguas,39.4542861,-0.8701861
66206,BuÑol,39.427175,-0.7868888
66207,Chiva,39.4710444,-0.7228888
66208,Cheste,39.4908222,-0.6862916
66209,Loriguilla-Reva,39.4857027,-0.5673694
66210,CircuitRicardoTormo,39.4955527,-0.6255277
66211,Aldaia,39.4610444,-0.4632388
66212,ValenciaSantIsidre,39.4526833,-0.4058694
66214,Xirivella-Alqueries,39.4625527,-0.4321861
67211,Caudiel(apt),39.9473166,-0.5720277
67212,Jérica-Viver(apt),39.9146309,-0.5689031
67213,Navajas(apt),39.8740271,-0.5060235
67214,Segorbe-Arrabal,39.85445,-0.4932694
67215,Segorbe,39.8469583,-0.4824138
67216,Algimia-C,39.7460638,-0.3673135
67217,Soneja,39.81255,-0.4318972
67221,Estivella-AlbalatDelsTarongers,39.7063753,-0.3483269
67223,Gilet(apd),39.6792861,-0.3206055
69101,ElRomani,39.3029777,-0.3941055
69102,Sollana(apt),39.2793083,-0.3793138
69103,Sueca,39.2055611,-0.307825
69104,Cullera,39.1778305,-0.2632361
69105,TavernesDeLaValldigna,39.0790027,-0.2262833
69107,Xeraco,39.0262694,-0.2146694
69110,Gandía,38.9702805,-0.1797722
69111,Platja-Gan,38.9913319,-0.1611829
69200,Xiriv_l´al,39.4636472,-0.4209361
70001,Vallecas,40.3820447,-3.6246888
70002,AsambleaDeMad.Entrevías,40.3816176,-3.6679819
70003,ElPozo,40.3760524,-3.6562354
70005,Vallecas,40.3823640,-3.6230420
70100,Vicálvaro,40.4012112,-3.5959811
70101,SanFernandoHenares,40.4425370,-3.5344609
70102,TorrejónDeArdoz,40.4547384,-3.4797415
70103,AlcalaDeHenares,40.4889113,-3.3662523
70104,Meco(apd-Cgd),40.5344356,-3.2990455
70105,Azuqueca,40.5610437,-3.2653569
70107,AlcaláHenares-Universidad(apd),40.5052933,-3.3352443
70108,Coslada(apd),40.4232210,-3.5611137
70109,SantaEugenia,40.3869128,-3.6089604
70111,LaGarena,40.4804888,-3.3930758
70112,SotoDelHenares,40.4638889,-3.4422222
70200,Guadalajara,40.6441032,-3.1822298
70800,Casetas,41.72265,-1.020175
70801,Utebo,41.7105305,-0.9979222
70806,ZaragozaPortillo,41.6526636,-0.896165
70807,ZaragozaGoya,41.644103,-0.891188
71100,ZaragozaMiraflores,41.62977,-0.863064
71102,ElBurgoDeEbro,41.5665270,-0.7398390
71103,FuentesDeEbro,41.5150650,-0.6186250
71104,PinaDeEbro,41.4800970,-0.5572770
71105,Quinto,41.4195280,-0.4906730
71108,LaZaida-Sástago,41.3205420,-0.4271150
71109,Azaila,41.2761780,-0.4858230
71200,LaPueblaDeHíjar,41.2244000,-0.4385950
71201,Samper,41.1821830,-0.3687610
71202,Escatrón,41.2126740,-0.2899790
71203,Chiprana,41.2315810,-0.1544950
71204,Caspe,41.2397380,-0.0427010
71205,ValDePilas,41.2300560,0.07014500
71206,Fabara,41.2344050,0.14328400
71207,Nonaspe,41.2137880,0.24247200
71208,Faió-LaPoblaDeMassaluca(fayón),41.2252470,0.35027500
71209,Riba-RojaD\'ebre,41.2484510,0.48088800
71210,Flix,41.2295020,0.54007100
71211,Ascó,41.1824790,0.56896400
71300,MóraLaNova,41.1063740,0.65289300
71301,ElsGuiamets,41.0934620,0.74717300
71302,Capçanes,41.1020570,0.78033000
71303,Marçà-Falset,41.1309450,0.81032800
71304,Pradell,41.1332400,0.85837100
71305,Duesaigües-L\'argentera,41.1437760,0.92094200
71306,Riudecanyes-Botarell,41.1400270,0.97564800
71307,LesBorgesDelCamp,41.1655250,1.02077400
71400,Reus,41.1605240,1.09997900
71401,Vila-Seca,41.1127440,1.15038900
71500,Tarragona,41.1116240,1.25321400
71502,Altafulla-Tamarit,41.1364460,1.37453000
71503,Torredembarra,41.1428570,1.40566000
71600,SantVicençDeCalders,41.186245,1.526315
71601,Calafell,41.188736,1.567244
71602,SegurDeCalafell,41.192544,1.607745
71603,Cunit,41.195912,1.631307
71604,Cubelles,41.204112,1.671807
71700,VilanovaILaGeltrú,41.219993,1.733331
71701,Sitges,41.237757,1.81694
71703,Garraf(apt),41.254712,1.904007
71704,PlatjaDeCastelldefels,41.2670124,1.9567717
71705,Castelldefels,41.2785574,1.9784252
71706,Gavà,41.304209,2.012793
71707,ElPratDeLlobregat,41.330762,2.088982
71708,BellvitgeIGornal,41.354261,2.115549
71709,Viladecans,41.309407,2.0277
71801,Barcelona-Sants,41.37922,2.140624
71802,Barcelona-PasseigDeGracia,41.392281,2.164896
72100,RodaDeBarà,41.1840520,1.44015300
72101,RodaDeMar,41.1863150,1.45514430
72201,ElVendrell,41.220531,1.537775
72202,L\'arboc,41.273412,1.600516
72203,ElsMonjos,41.316708,1.662007
72204,VilafrancaDelPenedes,41.344856,1.703676
72205,LaGranada,41.370925,1.725083
72206,Lavern-Subirats(apd),41.395755,1.768162
72207,SantSadurniD\'anoia,41.419824,1.794186
72208,Gelida(apd),41.4484539,1.8654326
72209,MartorellCentral,41.479459,1.929874
72210,Castellbisbal,41.473263,1.967619
72211,ElPapiol(apd),41.435304,2.002477
72300,MolinsDeRei,41.409953,2.020864
72301,SantFeliuDeLlobregat,41.383049,2.048042
72302,SantJoanDespi(apd),41.368619,2.060305
72303,Cornella,41.357469,2.070566
72305,L\'hospitaletDeLlobregat,41.364129,2.100766
72400,ElPratAeroport,41.303844,2.07218
72501,RubiCanVallhonrat,41.475318,2.037135
72502,SantCugatCollFava,41.481295,2.080439
72503,CerdanyolaUniversiti,41.496992,2.115035
72508,SantaPerpetuaDeMogodaRieraDeCaldes,41.5246497,2.1877809
73001,PuigverdDeLleida-ArtesaDeLleida,41.5536500,0.73305800
73002,Juneda,41.5438790,0.82558400
73003,LesBorgesBlanques,41.5214610,0.87771500
73004,LaFloresta,41.5042630,0.92430300
73005,Vinaixa,41.4250770,0.97030800
73006,Vimbodí,41.4026100,1.04600800
73007,L\'esplugaDeFrancolí,41.4005250,1.10338900
73008,Montblanc,41.3766480,1.16543100
73009,Vilaverd,41.3376020,1.17659900
73010,LaRiba,41.3183540,1.18124800
73100,LaPlana-Picamoixons,41.3059700,1.19766500
73101,Alcover,41.2616580,1.17422800
73102,LaSelvaDelCamp,41.2102840,1.14407200
75101,Alcoletge,41.6542670,0.68570700
75102,VilanovaDeLaBarca,41.6873810,0.72789800
75103,Térmens,41.7165250,0.76304600
75104,VallfogonaDeBalaguer,41.7557510,0.80561200
75105,Balaguer,41.7893330,0.81475000
75106,Gerb,41.8233290,0.81202300
75107,SantLlorençDeMontgai,41.8664090,0.83242400
75108,VilanovaDeLaSal,41.9120660,0.83030500
75109,SantaLiÑa,41.9317760,0.85243300
75110,Ager,42.0067390,0.85161700
75111,Cellers-Llimiana,42.0586990,0.88286800
75112,GuardiaDeTremp,42.1014190,0.88804700
75113,Palau-Puigcercos,42.1469550,0.89244100
75114,Tremp,42.1673640,0.89113700
75115,SalasDePallars,42.2068450,0.94044700
75116,LaPoblaDeSegur,42.2398540,0.96610700
76001,Salomó,41.2234740,1.37661700
76002,Vilabella,41.2403120,1.31560100
76003,Nulles-Bràfim,41.2503060,1.29744900
76004,Valls,41.2896300,1.25873400
77002,Montcada-Ripollet,41.496658,2.182072
77003,SantaPerpetuaDeMogodaLaFlorida,41.521426,2.193917
77004,Mollet-SantaRosa,41.535064,2.205846
77005,ParetsDelVallés,41.560527,2.255996
77006,Granollers-Canovelles,41.6113633,2.2769926
77100,LesFranquesesDelVallés,41.624639,2.298077
77102,LaGarriga,41.684575,2.288761
77103,Figaró,41.7233684,2.271161
77104,SantMartíDeCentelles,41.760542,2.24972
77105,Centelles,41.797834,2.223428
77106,ElsHostaletsDeBalenyà,41.843129,2.250218
77107,Balenyà,41.852564,2.264253
77109,Vic,41.930805,2.248776
77110,Manlleu,41.998912,2.269314
77111,Torelló,42.05217,2.259369
77112,Borgonyà(apd),42.065014,2.241286
77113,SantQuirzeDeBesora-Montesquiu,42.104658,2.216977
77114,LaFargaDeBebié,42.130061,2.203924
77200,Ripoll,42.195536,2.195977
77301,Campdevànol,42.221558,2.165877
77303,RibesDeFreser,42.301158,2.166078
77304,Planoles(apt),42.313559,2.103078
77305,Toses(apt),42.324189,2.029728
77306,LaMolina,42.344529,1.956006
77307,Urtx-Alp(apt),42.375375,1.899526
77309,Puigcerdà,42.428908,1.924085
77310,LaTourDeCarol,42.458629,1.904703
78005,VillanuevaDeGállego,41.7655100,-0.8222040
78100,Zuera,41.8771660,-0.7641720
78200,Tardienta,41.9757160,-0.5382230
78201,GraÑén,41.9380330,-0.3693290
78202,Marcen-PoleÑino,41.8819110,-0.2834560
78203,SariÑena,41.8175290,-0.1707600
78300,Selgua,41.9063330,0.14818700
78301,Monzón-RíoCinca,41.9136790,0.19693900
78302,Binéfar,41.8497680,0.29147800
78400,Lleida-Pirineus,41.6206960,0.63266900
78402,Bell-LlocD\'urgell,41.6316190,0.78154700
78403,Mollerussa,41.6317790,0.89677500
78404,Golmés,41.6359290,0.93086300
78405,CastellnouDeSeana,41.6374640,0.96773600
78406,Bellpuig,41.6325450,1.01299300
78407,Anglesola,41.6464480,1.07919200
78408,Tàrrega,41.6503870,1.13896300
78500,Cervera,41.6736110,1.27477300
78501,SantGuimDeFreixenet,41.6559240,1.42053000
78502,SantMartíSesgueioles,41.7012170,1.48620400
78503,Calaf,41.7303340,1.51509700
78504,Seguers-SantPereSallavinera,41.7479910,1.57416700
78505,AguilarDeSegarra,41.7389170,1.62372000
78506,Rajadell,41.7331590,1.69627500
78600,Manresa,41.720129,1.82899
78604,SantVicençDeCastellet,41.667899,1.863451
78605,CastellbellIElVilar-MonistrolMonts,41.628059,1.869875
78606,Vacarisses,41.6019242,1.8918433
78607,Vacarisses-Torreblanca,41.577138,1.921807
78609,Viladecavalls,41.565479,1.954342
78610,SantMiquelDeGonteres,41.568123,1.975712
78700,TerrassaEstacioNord,41.570159,2.019075
78703,SabadellSud,41.53662,2.105617
78704,SabadellCentre,41.549572,2.114757
78705,BarberáDelVallés,41.507162,2.127558
78706,CerdanyolaDelVallés,41.492582,2.14763
78707,MontcadaIReixac-SantaMaría,41.481232,2.166922
78708,MontcadaIReixac-Manresa,41.483996,2.185513
78709,SabadellNord,41.562871,2.087794
78710,TerrasaEst,41.567261,2.041561
78800,MontcadaBifurcació,41.468992,2.178904
78801,TorreBaroYVallbona,41.460945,2.181042
78802,Barcelona-FabraIPuig,41.430893,2.183095
78804,Barcelona-ArcDeTriomf,41.391864,2.180076
78805,Barcelona-PlaçaDeCatalunya,41.386726,2.166458
78806,BarcelonaLaSagreraMeridiana,41.422638,2.187262
79004,Barcelona-SantAndreu,41.435807,2.193572
79005,MontcadaIReixac,41.483833,2.188193
79006,Mollet-SantFost,41.530069,2.215485
79007,Montmelo,41.5519598,2.2517501
79009,Barcelona-ElClot,41.41745,2.192893
79011,Llagosta,41.510428,2.199740
79100,GranollersCentre,41.594528,2.29107
79101,Cardedeu,41.6354891,2.3576977
79102,LlinarsDelValles,41.636058,2.403675
79103,Palautordera(apd),41.670899,2.452823
79104,SantCeloni,41.686024,2.491262
79105,Gualba,41.714078,2.533778
79106,RiellsIViabrea-Breda,41.723357,2.560075
79107,Hostalric,41.747657,2.632175
79109,LesFranqueses-GranollersNord,41.617306,2.292859
79200,Maçanet-Massanes,41.778657,2.678775
79202,Sils,41.8076830,2.74486000
79203,CaldesDeMalavella,41.8410980,2.80076500
79204,Riudellots,41.8962320,2.81159900
79205,FornellsDeLaSelva,41.9351570,2.80973200
79300,Girona,41.9793030,2.81700600
79301,Celrà,42.0272300,2.87496900
79302,Bordils-Juià,42.0370680,2.91525500
79303,Flaçà,42.0475960,2.95750600
79304,SantJordiDesvalls,42.0683190,2.96453300
79305,Camallera,42.1223590,2.96544800
79306,SantMiquelDeFluvià,42.1720870,2.98966300
79308,Vilamalla,42.2162020,2.97787400
79309,Figueres,42.2650650,2.96878700
79311,Vilajuïga,42.3257390,3.08538500
79312,Llançà,42.3665949,3.14898700
79314,Colera,42.4070680,3.15426200
79315,Portbou,42.4244940,3.15785800
79316,Cerbère,42.4414760,3.16325900
79400,Barcelona-EstacióDeFrança,41.384089,2.187004
79403,SantAdriàDeBesòs(apd),41.424665,2.230761
79404,Badalona,41.445802,2.249257
79405,Montgat,41.463418,2.271692
79406,Montgat-Nord(p),41.468941,2.286615
79407,ElMasnou,41.477702,2.314362
79408,Ocata(apd),41.483293,2.337839
79409,PremiáDeMarApeadero,41.488348,2.357075
79410,VilassarDeMar,41.501746,2.392842
79412,CabreraDeMar,41.5065238,2.3992054
79500,Mataró,41.533245,2.445797
79501,SantAndreuDeLlavaneres(apt),41.55596,2.50184
79502,CaldesD\'estrac,41.569216,2.527982
79600,ArenysDeMar,41.578795,2.552336
79601,CanetDeMar,41.587123,2.583146
79602,SantPolDeMar,41.600184,2.627001
79603,Calella,41.614691,2.666203
79604,PinedaDeMar,41.622203,2.693515
79605,MalgratDelMar,41.642728,2.744502
79606,Blanes,41.672594,2.769389
79607,Tordera,41.70643,2.721235
79608,Sta.susann,41.629763,2.714036
97100,Pitis,40.4954011,-3.7260638
97200,Mirasierra-PacoDeLucía,40.499662,-3.709016
97201,Madrid-RamónYCajal,40.4882980,-3.6946827
98003,FteDeLaMora,40.4847940,-3.6628860
98304,Valdebebas,40.482,-3.616292
98305,Madrid-AeropuertoT4,40.49174,-3.593473
